dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1969-03-01,28.602,0.248,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-04-01,28.115,0.208,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-05-01,27.5,0.17800000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-06-01,25.665,0.525,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-07-01,24.613000000000003,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-08-01,24.368000000000002,0.302,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-09-01,24.820999999999998,0.426,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-10-01,25.513,0.5,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-11-01,26.616,0.275,Abidjan,Côte D'Ivoire,5.63N,3.23W
1969-12-01,27.041999999999998,0.168,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-01-01,27.183000000000003,0.247,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-02-01,28.436,0.27,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-03-01,28.4,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-04-01,27.9,0.17600000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-05-01,26.901,0.255,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-06-01,25.86,0.29100000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-07-01,24.608,0.2,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-08-01,24.396,0.175,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-09-01,24.978,0.17600000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-10-01,26.183000000000003,0.166,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-11-01,26.677,0.407,Abidjan,Côte D'Ivoire,5.63N,3.23W
1970-12-01,26.61,0.16,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-01-01,26.67,0.195,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-02-01,27.822,0.17800000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-03-01,27.911,0.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-04-01,27.506999999999998,0.14800000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-05-01,26.915,0.11,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-06-01,25.272,0.199,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-07-01,24.674,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-08-01,23.873,0.382,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-09-01,24.566999999999997,0.4,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-10-01,25.625,0.213,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-11-01,26.592,0.324,Abidjan,Côte D'Ivoire,5.63N,3.23W
1971-12-01,25.828000000000003,0.237,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-01-01,26.851000000000006,0.361,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-02-01,27.779,0.229,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-03-01,27.75,0.284,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-04-01,27.206,0.225,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-05-01,26.765,0.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-06-01,25.485,0.275,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-07-01,24.735,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-08-01,23.895,0.339,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-09-01,24.805,0.334,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-10-01,26.116999999999997,0.24,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-11-01,27.051,0.185,Abidjan,Côte D'Ivoire,5.63N,3.23W
1972-12-01,26.954,0.29100000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-01-01,27.436999999999998,0.374,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-02-01,29.019000000000002,0.298,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-03-01,28.821,0.33,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-04-01,28.215,0.243,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-05-01,27.401,0.292,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-06-01,25.746,0.205,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-07-01,25.203000000000003,0.183,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-08-01,24.805999999999997,0.344,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-09-01,25.160999999999998,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-10-01,26.095,0.322,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-11-01,27.191999999999997,0.247,Abidjan,Côte D'Ivoire,5.63N,3.23W
1973-12-01,26.544,0.261,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-01-01,26.381999999999998,0.247,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-02-01,27.959,0.163,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-03-01,28.023000000000003,0.315,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-04-01,27.541,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-05-01,26.809,0.173,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-06-01,25.542,0.199,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-07-01,24.666999999999998,0.257,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-08-01,24.719,0.337,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-09-01,24.64,0.519,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-10-01,25.611,0.388,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-11-01,26.628,0.43,Abidjan,Côte D'Ivoire,5.63N,3.23W
1974-12-01,26.025,0.213,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-01-01,26.5,0.181,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-02-01,27.84,0.242,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-03-01,28.012,0.211,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-04-01,27.261999999999997,0.229,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-05-01,26.773000000000003,0.239,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-06-01,25.604,0.221,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-07-01,24.647,0.373,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-08-01,23.941999999999997,0.318,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-09-01,24.586,0.516,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-10-01,25.455,0.563,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-11-01,26.545,0.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
1975-12-01,26.255,0.309,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-01-01,26.57,0.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-02-01,27.329,0.337,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-03-01,27.908,0.208,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-04-01,27.265,0.206,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-05-01,26.339000000000002,0.5670000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-06-01,24.726,0.273,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-07-01,24.194000000000006,0.422,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-08-01,23.839000000000002,0.385,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-09-01,24.566,0.442,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-10-01,24.919,0.162,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-11-01,26.073,0.393,Abidjan,Côte D'Ivoire,5.63N,3.23W
1976-12-01,26.375,0.348,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-01-01,26.838,0.433,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-02-01,28.267,0.35200000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-03-01,28.584,0.393,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-04-01,28.219,0.44,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-05-01,27.144000000000002,0.238,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-06-01,25.468000000000004,0.23,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-07-01,24.629,0.262,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-08-01,24.016,0.39,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-09-01,25.04,0.621,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-10-01,25.875,0.335,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-11-01,26.863000000000003,0.149,Abidjan,Côte D'Ivoire,5.63N,3.23W
1977-12-01,25.86,0.215,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-01-01,27.416,0.418,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-02-01,28.134,0.343,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-03-01,27.741,0.302,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-04-01,27.08,0.327,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-05-01,26.694000000000003,0.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-06-01,25.018,0.305,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-07-01,23.945999999999998,0.279,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-08-01,24.22,0.355,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-09-01,24.846999999999998,0.324,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-10-01,25.579,0.255,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-11-01,26.578000000000003,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1978-12-01,26.69,0.293,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-01-01,27.581999999999997,0.195,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-02-01,28.378,0.392,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-03-01,28.736,0.232,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-04-01,28.065,0.311,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-05-01,26.81,0.32,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-06-01,25.596,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-07-01,24.935,0.197,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-08-01,24.97,0.326,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-09-01,25.436999999999998,0.406,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-10-01,26.195999999999998,0.18,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-11-01,26.906,0.161,Abidjan,Côte D'Ivoire,5.63N,3.23W
1979-12-01,26.377,0.514,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-01-01,27.409,0.4970000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-02-01,28.191999999999997,0.358,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-03-01,28.303,0.43,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-04-01,28.284,0.223,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-05-01,26.709,0.383,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-06-01,25.913,0.295,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-07-01,24.706999999999997,0.423,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-08-01,24.805999999999997,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-09-01,25.249,0.23,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-10-01,25.839,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-11-01,26.493000000000002,0.4270000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1980-12-01,25.745,0.263,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-01-01,26.386999999999997,0.33,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-02-01,28.083000000000002,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-03-01,28.129,0.32,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-04-01,27.906999999999996,0.201,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-05-01,26.606,0.141,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-06-01,26.039,0.391,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-07-01,24.129,0.415,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-08-01,24.358,0.258,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-09-01,24.999,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-10-01,26.141,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-11-01,27.048000000000002,0.381,Abidjan,Côte D'Ivoire,5.63N,3.23W
1981-12-01,27.279,0.318,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-01-01,26.790000000000006,0.287,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-02-01,28.3,0.6940000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-03-01,27.744,0.5529999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-04-01,27.593000000000004,0.212,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-05-01,26.479,0.28800000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-06-01,25.3,0.303,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-07-01,24.272,0.382,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-08-01,23.71,0.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-09-01,24.858,0.369,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-10-01,25.789,0.232,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-11-01,26.636999999999997,0.495,Abidjan,Côte D'Ivoire,5.63N,3.23W
1982-12-01,26.583,0.414,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-01-01,26.041,0.643,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-02-01,28.671,0.528,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-03-01,29.355,0.421,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-04-01,28.625,0.416,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-05-01,27.408,0.272,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-06-01,25.296,0.28600000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-07-01,24.596999999999998,0.383,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-08-01,24.612,0.34700000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-09-01,25.135,0.197,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-10-01,26.362,0.406,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-11-01,27.129,0.459,Abidjan,Côte D'Ivoire,5.63N,3.23W
1983-12-01,26.724,0.498,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-01-01,27.405,0.374,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-02-01,28.495,0.425,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-03-01,28.547,0.336,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-04-01,27.816000000000006,0.31,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-05-01,27.07,0.263,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-06-01,25.97,0.6759999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-07-01,24.819000000000006,0.442,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-08-01,25.01,0.245,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-09-01,25.12,0.215,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-10-01,25.932,0.574,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-11-01,27.175,0.262,Abidjan,Côte D'Ivoire,5.63N,3.23W
1984-12-01,26.261999999999997,0.228,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-01-01,26.884,0.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-02-01,27.964000000000002,0.205,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-03-01,28.18,0.249,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-04-01,27.828000000000003,0.312,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-05-01,26.839000000000002,0.317,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-06-01,25.546,0.488,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-07-01,24.482000000000006,0.235,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-08-01,24.579,0.226,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-09-01,24.676,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-10-01,25.99,0.377,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-11-01,26.856,0.513,Abidjan,Côte D'Ivoire,5.63N,3.23W
1985-12-01,25.729,0.532,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-01-01,26.593000000000004,0.464,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-02-01,28.177,0.5529999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-03-01,27.991,0.564,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-04-01,28.156999999999996,0.3720000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-05-01,27.41,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-06-01,25.813000000000002,0.34700000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-07-01,24.515,0.388,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-08-01,24.327,0.4270000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-09-01,24.994,0.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-10-01,25.35,0.266,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-11-01,26.593000000000004,0.325,Abidjan,Côte D'Ivoire,5.63N,3.23W
1986-12-01,26.325,0.295,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-01-01,27.718000000000004,0.331,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-02-01,28.385,0.544,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-03-01,28.798000000000002,0.485,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-04-01,29.345,0.516,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-05-01,28.127,0.485,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-06-01,26.156,0.489,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-07-01,25.774,0.499,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-08-01,25.662,0.387,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-09-01,25.927,0.639,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-10-01,26.476999999999997,0.23,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-11-01,27.709,0.338,Abidjan,Côte D'Ivoire,5.63N,3.23W
1987-12-01,27.055999999999997,0.23,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-01-01,27.014000000000006,0.206,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-02-01,29.052,0.412,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-03-01,28.741,0.31,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-04-01,28.261,0.428,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-05-01,27.726,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-06-01,26.057,0.6990000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-07-01,25.116,0.393,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-08-01,24.59,0.306,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-09-01,25.302,0.217,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-10-01,26.427,0.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-11-01,27.034000000000002,0.407,Abidjan,Côte D'Ivoire,5.63N,3.23W
1988-12-01,26.084,0.206,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-01-01,26.607000000000006,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-02-01,28.55,0.408,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-03-01,28.145,0.5429999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-04-01,28.095,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-05-01,27.506,0.189,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-06-01,25.985,0.337,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-07-01,25.284,0.442,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-08-01,24.729,0.35600000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-09-01,24.781,0.16,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-10-01,25.772,0.235,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-11-01,27.544,0.171,Abidjan,Côte D'Ivoire,5.63N,3.23W
1989-12-01,26.798,0.271,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-01-01,27.406999999999996,0.355,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-02-01,28.259,0.414,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-03-01,28.783,0.5760000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-04-01,27.945999999999998,0.214,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-05-01,27.017,0.35200000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-06-01,25.968000000000004,0.536,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-07-01,24.304,0.435,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-08-01,24.456,0.3,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-09-01,25.024,0.333,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-10-01,26.087,0.51,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-11-01,27.08,0.835,Abidjan,Côte D'Ivoire,5.63N,3.23W
1990-12-01,26.86,0.48,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-01-01,27.266,0.354,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-02-01,28.353,0.17,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-03-01,28.614,0.385,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-04-01,27.305,0.385,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-05-01,26.855,0.29100000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-06-01,26.53,0.265,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-07-01,25.253,0.519,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-08-01,24.474,0.248,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-09-01,25.215,0.34,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-10-01,25.11,0.313,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-11-01,26.629,0.196,Abidjan,Côte D'Ivoire,5.63N,3.23W
1991-12-01,26.607,0.337,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-01-01,26.631,0.387,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-02-01,28.489,0.299,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-03-01,28.551,0.483,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-04-01,27.936,0.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-05-01,27.14,0.208,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-06-01,25.433000000000003,0.326,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-07-01,24.16,0.35,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-08-01,24.011999999999997,0.35100000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-09-01,24.824,0.383,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-10-01,25.883000000000003,0.416,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-11-01,26.316,0.256,Abidjan,Côte D'Ivoire,5.63N,3.23W
1992-12-01,26.996,0.419,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-01-01,26.586,0.29100000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-02-01,28.372,0.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-03-01,27.674,0.221,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-04-01,27.815,0.219,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-05-01,27.608,0.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-06-01,25.778000000000002,0.324,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-07-01,24.659,0.256,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-08-01,24.358,0.405,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-09-01,25.326,0.355,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-10-01,26.359,0.282,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-11-01,27.21,0.245,Abidjan,Côte D'Ivoire,5.63N,3.23W
1993-12-01,26.996,0.277,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-01-01,27.014000000000006,0.295,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-02-01,28.687,0.466,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-03-01,28.571,0.214,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-04-01,28.017,0.32,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-05-01,27.052,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-06-01,25.696,0.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-07-01,24.603,0.39,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-08-01,24.459,0.235,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-09-01,25.055,0.329,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-10-01,25.701999999999998,0.205,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-11-01,26.986,0.191,Abidjan,Côte D'Ivoire,5.63N,3.23W
1994-12-01,26.96,0.532,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-01-01,26.993,0.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-02-01,29.053,0.395,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-03-01,28.429000000000002,0.475,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-04-01,28.284,0.38,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-05-01,27.716,0.387,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-06-01,26.313000000000002,0.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-07-01,25.357000000000006,0.28600000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-08-01,25.08,0.189,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-09-01,25.335,0.401,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-10-01,25.956999999999997,0.162,Abidjan,Côte D'Ivoire,5.63N,3.23W
1995-11-01,27.180999999999997,0.212,Abidjan,Côte D'Ivoire,5.63N,3.23W
