dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1864-10-01,20.067,1.054,Aleppo,Syria,36.17N,37.79E
1864-11-01,14.357999999999999,1.357,Aleppo,Syria,36.17N,37.79E
1864-12-01,6.206,1.289,Aleppo,Syria,36.17N,37.79E
1865-01-01,8.006,1.053,Aleppo,Syria,36.17N,37.79E
1865-02-01,8.867,1.26,Aleppo,Syria,36.17N,37.79E
1865-03-01,12.959,0.6609999999999999,Aleppo,Syria,36.17N,37.79E
1865-04-01,13.886,1.368,Aleppo,Syria,36.17N,37.79E
1865-05-01,19.992,1.324,Aleppo,Syria,36.17N,37.79E
1865-06-01,25.791,1.146,Aleppo,Syria,36.17N,37.79E
1865-07-01,28.683000000000003,0.965,Aleppo,Syria,36.17N,37.79E
1865-08-01,29.048000000000002,1.518,Aleppo,Syria,36.17N,37.79E
1865-09-01,23.248,1.768,Aleppo,Syria,36.17N,37.79E
1865-10-01,21.176,1.315,Aleppo,Syria,36.17N,37.79E
1865-11-01,12.739,1.349,Aleppo,Syria,36.17N,37.79E
1865-12-01,4.805,0.963,Aleppo,Syria,36.17N,37.79E
1866-01-01,4.303,0.758,Aleppo,Syria,36.17N,37.79E
1866-02-01,7.667999999999999,1.233,Aleppo,Syria,36.17N,37.79E
1866-03-01,12.81,1.136,Aleppo,Syria,36.17N,37.79E
1866-04-01,15.029000000000002,0.906,Aleppo,Syria,36.17N,37.79E
1866-05-01,21.485,1.145,Aleppo,Syria,36.17N,37.79E
1866-06-01,25.05,0.537,Aleppo,Syria,36.17N,37.79E
1866-07-01,29.665,1.041,Aleppo,Syria,36.17N,37.79E
1866-08-01,29.464000000000002,0.944,Aleppo,Syria,36.17N,37.79E
1866-09-01,25.22,0.672,Aleppo,Syria,36.17N,37.79E
1866-10-01,18.03,0.937,Aleppo,Syria,36.17N,37.79E
1866-11-01,11.21,1.269,Aleppo,Syria,36.17N,37.79E
1866-12-01,7.196000000000001,1.961,Aleppo,Syria,36.17N,37.79E
1867-01-01,6.8889999999999985,1.849,Aleppo,Syria,36.17N,37.79E
1867-02-01,6.303000000000001,0.903,Aleppo,Syria,36.17N,37.79E
1867-03-01,11.26,1.074,Aleppo,Syria,36.17N,37.79E
1867-04-01,15.998,1.169,Aleppo,Syria,36.17N,37.79E
1867-05-01,21.843000000000004,1.06,Aleppo,Syria,36.17N,37.79E
1867-06-01,25.356,0.94,Aleppo,Syria,36.17N,37.79E
1867-07-01,27.747,1.227,Aleppo,Syria,36.17N,37.79E
1867-08-01,27.587,1.481,Aleppo,Syria,36.17N,37.79E
1867-09-01,24.072,1.234,Aleppo,Syria,36.17N,37.79E
1867-10-01,19.603,0.5479999999999999,Aleppo,Syria,36.17N,37.79E
1867-11-01,12.161,1.965,Aleppo,Syria,36.17N,37.79E
1867-12-01,7.647,1.75,Aleppo,Syria,36.17N,37.79E
1868-01-01,6.401,0.962,Aleppo,Syria,36.17N,37.79E
1868-02-01,4.099,1.7180000000000002,Aleppo,Syria,36.17N,37.79E
1868-03-01,10.302999999999999,0.921,Aleppo,Syria,36.17N,37.79E
1868-04-01,13.510000000000002,1.49,Aleppo,Syria,36.17N,37.79E
1868-05-01,21.31,1.398,Aleppo,Syria,36.17N,37.79E
1868-06-01,25.873,0.7879999999999999,Aleppo,Syria,36.17N,37.79E
1868-07-01,28.111,0.8490000000000001,Aleppo,Syria,36.17N,37.79E
1868-08-01,28.11,0.763,Aleppo,Syria,36.17N,37.79E
1868-09-01,24.964000000000002,0.708,Aleppo,Syria,36.17N,37.79E
1868-10-01,22.404,2.813,Aleppo,Syria,36.17N,37.79E
1868-11-01,11.575,1.23,Aleppo,Syria,36.17N,37.79E
1868-12-01,6.4910000000000005,1.118,Aleppo,Syria,36.17N,37.79E
1869-01-01,3.835,1.763,Aleppo,Syria,36.17N,37.79E
1869-02-01,6.66,1.6569999999999998,Aleppo,Syria,36.17N,37.79E
1869-03-01,12.567,1.481,Aleppo,Syria,36.17N,37.79E
1869-04-01,14.028000000000002,1.466,Aleppo,Syria,36.17N,37.79E
1869-05-01,22.281999999999996,1.176,Aleppo,Syria,36.17N,37.79E
1869-06-01,27.562,0.961,Aleppo,Syria,36.17N,37.79E
1869-07-01,27.644000000000002,0.8640000000000001,Aleppo,Syria,36.17N,37.79E
1869-08-01,30.267,0.955,Aleppo,Syria,36.17N,37.79E
1869-09-01,24.673000000000002,0.81,Aleppo,Syria,36.17N,37.79E
1869-10-01,19.916,1.703,Aleppo,Syria,36.17N,37.79E
1869-11-01,12.894,0.725,Aleppo,Syria,36.17N,37.79E
1869-12-01,7.882000000000001,1.4980000000000002,Aleppo,Syria,36.17N,37.79E
1870-01-01,7.643,0.901,Aleppo,Syria,36.17N,37.79E
1870-02-01,7.4239999999999995,1.319,Aleppo,Syria,36.17N,37.79E
1870-03-01,13.127,1.169,Aleppo,Syria,36.17N,37.79E
1870-04-01,12.420000000000002,2.037,Aleppo,Syria,36.17N,37.79E
1870-05-01,22.671999999999997,1.952,Aleppo,Syria,36.17N,37.79E
1870-06-01,24.382,0.807,Aleppo,Syria,36.17N,37.79E
1870-07-01,27.721,0.85,Aleppo,Syria,36.17N,37.79E
1870-08-01,28.661,1.199,Aleppo,Syria,36.17N,37.79E
1870-09-01,24.176,0.461,Aleppo,Syria,36.17N,37.79E
1870-10-01,17.15,0.835,Aleppo,Syria,36.17N,37.79E
1870-11-01,13.941,2.012,Aleppo,Syria,36.17N,37.79E
1870-12-01,9.124,1.347,Aleppo,Syria,36.17N,37.79E
1871-01-01,7.205,1.257,Aleppo,Syria,36.17N,37.79E
1871-02-01,6.683,1.4469999999999998,Aleppo,Syria,36.17N,37.79E
1871-03-01,9.613999999999999,1.665,Aleppo,Syria,36.17N,37.79E
1871-04-01,15.881000000000002,0.953,Aleppo,Syria,36.17N,37.79E
1871-05-01,20.91,1.355,Aleppo,Syria,36.17N,37.79E
1871-06-01,25.086,0.826,Aleppo,Syria,36.17N,37.79E
1871-07-01,27.954,1.692,Aleppo,Syria,36.17N,37.79E
1871-08-01,28.375,1.466,Aleppo,Syria,36.17N,37.79E
1871-09-01,24.006,0.644,Aleppo,Syria,36.17N,37.79E
1871-10-01,17.631,1.862,Aleppo,Syria,36.17N,37.79E
1871-11-01,12.935,1.245,Aleppo,Syria,36.17N,37.79E
1871-12-01,7.571000000000001,0.962,Aleppo,Syria,36.17N,37.79E
1872-01-01,5.827000000000001,1.905,Aleppo,Syria,36.17N,37.79E
1872-02-01,4.864,1.25,Aleppo,Syria,36.17N,37.79E
1872-03-01,12.43,1.183,Aleppo,Syria,36.17N,37.79E
1872-04-01,16.872,1.733,Aleppo,Syria,36.17N,37.79E
1872-05-01,22.066000000000006,1.115,Aleppo,Syria,36.17N,37.79E
1872-06-01,25.216,1.156,Aleppo,Syria,36.17N,37.79E
1872-07-01,28.21,1.193,Aleppo,Syria,36.17N,37.79E
1872-08-01,29.029,1.004,Aleppo,Syria,36.17N,37.79E
1872-09-01,26.448,0.944,Aleppo,Syria,36.17N,37.79E
1872-10-01,19.446,0.662,Aleppo,Syria,36.17N,37.79E
1872-11-01,14.007,1.0,Aleppo,Syria,36.17N,37.79E
1872-12-01,8.085,2.219,Aleppo,Syria,36.17N,37.79E
1873-01-01,7.31,1.471,Aleppo,Syria,36.17N,37.79E
1873-02-01,8.321,1.167,Aleppo,Syria,36.17N,37.79E
1873-03-01,11.770999999999999,0.843,Aleppo,Syria,36.17N,37.79E
1873-04-01,17.567,1.405,Aleppo,Syria,36.17N,37.79E
1873-05-01,23.909000000000002,1.055,Aleppo,Syria,36.17N,37.79E
1873-06-01,24.883000000000003,0.787,Aleppo,Syria,36.17N,37.79E
1873-07-01,28.156999999999996,0.691,Aleppo,Syria,36.17N,37.79E
1873-08-01,29.004,0.498,Aleppo,Syria,36.17N,37.79E
1873-09-01,24.872,1.12,Aleppo,Syria,36.17N,37.79E
1873-10-01,19.79,0.737,Aleppo,Syria,36.17N,37.79E
1873-11-01,12.432,0.685,Aleppo,Syria,36.17N,37.79E
1873-12-01,6.18,1.112,Aleppo,Syria,36.17N,37.79E
1874-01-01,3.918,1.337,Aleppo,Syria,36.17N,37.79E
1874-02-01,4.94,0.8190000000000001,Aleppo,Syria,36.17N,37.79E
1874-03-01,5.8210000000000015,1.125,Aleppo,Syria,36.17N,37.79E
1874-04-01,16.035,0.591,Aleppo,Syria,36.17N,37.79E
1874-05-01,22.554,0.7859999999999999,Aleppo,Syria,36.17N,37.79E
1874-06-01,25.131,0.935,Aleppo,Syria,36.17N,37.79E
1874-07-01,27.994,0.483,Aleppo,Syria,36.17N,37.79E
1874-08-01,28.308000000000003,1.74,Aleppo,Syria,36.17N,37.79E
1874-09-01,24.471,0.6579999999999999,Aleppo,Syria,36.17N,37.79E
1874-10-01,18.866,0.622,Aleppo,Syria,36.17N,37.79E
1874-11-01,14.76,0.974,Aleppo,Syria,36.17N,37.79E
1874-12-01,11.52,2.08,Aleppo,Syria,36.17N,37.79E
1875-01-01,4.059,0.835,Aleppo,Syria,36.17N,37.79E
1875-02-01,7.327000000000001,0.741,Aleppo,Syria,36.17N,37.79E
1875-03-01,8.064,1.785,Aleppo,Syria,36.17N,37.79E
1875-04-01,13.96,1.054,Aleppo,Syria,36.17N,37.79E
1875-05-01,20.293,1.02,Aleppo,Syria,36.17N,37.79E
1875-06-01,26.953000000000003,1.3259999999999998,Aleppo,Syria,36.17N,37.79E
1875-07-01,28.616,1.357,Aleppo,Syria,36.17N,37.79E
1875-08-01,28.04,1.203,Aleppo,Syria,36.17N,37.79E
1875-09-01,22.912,1.869,Aleppo,Syria,36.17N,37.79E
1875-10-01,19.176,0.7170000000000001,Aleppo,Syria,36.17N,37.79E
1875-11-01,12.152999999999999,0.873,Aleppo,Syria,36.17N,37.79E
1875-12-01,5.587999999999999,0.94,Aleppo,Syria,36.17N,37.79E
1876-01-01,2.8069999999999995,1.394,Aleppo,Syria,36.17N,37.79E
1876-02-01,6.6930000000000005,0.855,Aleppo,Syria,36.17N,37.79E
1876-03-01,12.777,1.883,Aleppo,Syria,36.17N,37.79E
1876-04-01,17.46,1.415,Aleppo,Syria,36.17N,37.79E
1876-05-01,22.750999999999998,1.335,Aleppo,Syria,36.17N,37.79E
1876-06-01,26.591,0.968,Aleppo,Syria,36.17N,37.79E
1876-07-01,28.631,1.493,Aleppo,Syria,36.17N,37.79E
1876-08-01,28.236,0.848,Aleppo,Syria,36.17N,37.79E
1876-09-01,25.75,0.767,Aleppo,Syria,36.17N,37.79E
1876-10-01,19.014,1.106,Aleppo,Syria,36.17N,37.79E
1876-11-01,10.761,1.065,Aleppo,Syria,36.17N,37.79E
1876-12-01,8.995000000000003,1.013,Aleppo,Syria,36.17N,37.79E
1877-01-01,5.5859999999999985,1.476,Aleppo,Syria,36.17N,37.79E
1877-02-01,7.115,1.091,Aleppo,Syria,36.17N,37.79E
1877-03-01,13.257,1.835,Aleppo,Syria,36.17N,37.79E
1877-04-01,17.887999999999998,1.976,Aleppo,Syria,36.17N,37.79E
1877-05-01,22.458,1.526,Aleppo,Syria,36.17N,37.79E
1877-06-01,25.936,1.923,Aleppo,Syria,36.17N,37.79E
1877-07-01,29.096999999999998,1.658,Aleppo,Syria,36.17N,37.79E
1877-08-01,28.995,1.024,Aleppo,Syria,36.17N,37.79E
1877-09-01,25.575,0.7140000000000001,Aleppo,Syria,36.17N,37.79E
1877-10-01,20.209,1.618,Aleppo,Syria,36.17N,37.79E
1877-11-01,11.592,1.244,Aleppo,Syria,36.17N,37.79E
1877-12-01,5.882999999999999,1.913,Aleppo,Syria,36.17N,37.79E
1878-01-01,3.7910000000000004,1.446,Aleppo,Syria,36.17N,37.79E
1878-02-01,4.746,1.127,Aleppo,Syria,36.17N,37.79E
1878-03-01,10.661,0.873,Aleppo,Syria,36.17N,37.79E
1878-04-01,16.229000000000006,0.662,Aleppo,Syria,36.17N,37.79E
1878-05-01,21.365,0.969,Aleppo,Syria,36.17N,37.79E
1878-06-01,26.864,0.733,Aleppo,Syria,36.17N,37.79E
1878-07-01,29.574,1.409,Aleppo,Syria,36.17N,37.79E
1878-08-01,29.196,0.8759999999999999,Aleppo,Syria,36.17N,37.79E
1878-09-01,26.19,0.539,Aleppo,Syria,36.17N,37.79E
1878-10-01,19.665,1.026,Aleppo,Syria,36.17N,37.79E
1878-11-01,15.538,0.802,Aleppo,Syria,36.17N,37.79E
1878-12-01,9.809,2.519,Aleppo,Syria,36.17N,37.79E
1879-01-01,6.643,1.361,Aleppo,Syria,36.17N,37.79E
1879-02-01,10.4,0.889,Aleppo,Syria,36.17N,37.79E
1879-03-01,11.415999999999999,0.61,Aleppo,Syria,36.17N,37.79E
1879-04-01,17.892000000000003,1.7080000000000002,Aleppo,Syria,36.17N,37.79E
1879-05-01,22.112,1.185,Aleppo,Syria,36.17N,37.79E
1879-06-01,27.218000000000004,0.748,Aleppo,Syria,36.17N,37.79E
1879-07-01,30.075,1.413,Aleppo,Syria,36.17N,37.79E
1879-08-01,28.273000000000003,0.954,Aleppo,Syria,36.17N,37.79E
1879-09-01,25.164,0.625,Aleppo,Syria,36.17N,37.79E
1879-10-01,18.804000000000002,0.7190000000000001,Aleppo,Syria,36.17N,37.79E
1879-11-01,12.414000000000001,0.933,Aleppo,Syria,36.17N,37.79E
1879-12-01,6.598,1.013,Aleppo,Syria,36.17N,37.79E
1880-01-01,1.4639999999999995,1.209,Aleppo,Syria,36.17N,37.79E
1880-02-01,4.787000000000001,1.474,Aleppo,Syria,36.17N,37.79E
1880-03-01,8.089,0.6809999999999999,Aleppo,Syria,36.17N,37.79E
1880-04-01,14.073000000000002,0.456,Aleppo,Syria,36.17N,37.79E
1880-05-01,20.477,0.818,Aleppo,Syria,36.17N,37.79E
1880-06-01,26.268,1.015,Aleppo,Syria,36.17N,37.79E
1880-07-01,28.820999999999998,0.89,Aleppo,Syria,36.17N,37.79E
1880-08-01,28.495,0.693,Aleppo,Syria,36.17N,37.79E
1880-09-01,24.186,0.967,Aleppo,Syria,36.17N,37.79E
1880-10-01,20.182000000000002,1.721,Aleppo,Syria,36.17N,37.79E
1880-11-01,13.406,1.661,Aleppo,Syria,36.17N,37.79E
1880-12-01,5.622999999999999,0.878,Aleppo,Syria,36.17N,37.79E
1881-01-01,6.2,1.04,Aleppo,Syria,36.17N,37.79E
1881-02-01,7.388,0.838,Aleppo,Syria,36.17N,37.79E
1881-03-01,11.046,0.525,Aleppo,Syria,36.17N,37.79E
1881-04-01,16.12,0.546,Aleppo,Syria,36.17N,37.79E
1881-05-01,20.941000000000006,1.111,Aleppo,Syria,36.17N,37.79E
1881-06-01,24.921,1.893,Aleppo,Syria,36.17N,37.79E
1881-07-01,28.182,0.609,Aleppo,Syria,36.17N,37.79E
1881-08-01,29.211,1.515,Aleppo,Syria,36.17N,37.79E
1881-09-01,25.589000000000002,0.599,Aleppo,Syria,36.17N,37.79E
1881-10-01,18.978,0.474,Aleppo,Syria,36.17N,37.79E
1881-11-01,11.241,1.6969999999999998,Aleppo,Syria,36.17N,37.79E
1881-12-01,5.591,1.731,Aleppo,Syria,36.17N,37.79E
1882-01-01,3.82,2.069,Aleppo,Syria,36.17N,37.79E
1882-02-01,3.8789999999999996,0.903,Aleppo,Syria,36.17N,37.79E
1882-03-01,10.693,0.7829999999999999,Aleppo,Syria,36.17N,37.79E
1882-04-01,14.791000000000002,0.474,Aleppo,Syria,36.17N,37.79E
1882-05-01,19.986,0.66,Aleppo,Syria,36.17N,37.79E
1882-06-01,24.886,0.746,Aleppo,Syria,36.17N,37.79E
1882-07-01,28.939,0.657,Aleppo,Syria,36.17N,37.79E
1882-08-01,28.899,0.52,Aleppo,Syria,36.17N,37.79E
1882-09-01,25.411,0.484,Aleppo,Syria,36.17N,37.79E
1882-10-01,17.906,0.934,Aleppo,Syria,36.17N,37.79E
1882-11-01,12.857000000000001,1.457,Aleppo,Syria,36.17N,37.79E
1882-12-01,7.648,0.946,Aleppo,Syria,36.17N,37.79E
1883-01-01,3.859,0.965,Aleppo,Syria,36.17N,37.79E
1883-02-01,6.004,1.279,Aleppo,Syria,36.17N,37.79E
1883-03-01,11.328,0.7509999999999999,Aleppo,Syria,36.17N,37.79E
1883-04-01,14.909000000000002,0.642,Aleppo,Syria,36.17N,37.79E
1883-05-01,21.197,0.804,Aleppo,Syria,36.17N,37.79E
1883-06-01,26.596,0.512,Aleppo,Syria,36.17N,37.79E
1883-07-01,29.37,1.003,Aleppo,Syria,36.17N,37.79E
1883-08-01,28.965,0.769,Aleppo,Syria,36.17N,37.79E
1883-09-01,25.531,0.466,Aleppo,Syria,36.17N,37.79E
1883-10-01,20.172,0.764,Aleppo,Syria,36.17N,37.79E
1883-11-01,12.339,0.669,Aleppo,Syria,36.17N,37.79E
1883-12-01,6.78,0.7659999999999999,Aleppo,Syria,36.17N,37.79E
1884-01-01,3.902,0.677,Aleppo,Syria,36.17N,37.79E
1884-02-01,5.6480000000000015,0.826,Aleppo,Syria,36.17N,37.79E
1884-03-01,10.344,0.737,Aleppo,Syria,36.17N,37.79E
1884-04-01,15.933000000000002,0.679,Aleppo,Syria,36.17N,37.79E
1884-05-01,20.331,0.595,Aleppo,Syria,36.17N,37.79E
1884-06-01,25.848000000000003,0.6629999999999999,Aleppo,Syria,36.17N,37.79E
1884-07-01,27.92,0.469,Aleppo,Syria,36.17N,37.79E
1884-08-01,27.913,0.921,Aleppo,Syria,36.17N,37.79E
1884-09-01,23.035,0.474,Aleppo,Syria,36.17N,37.79E
1884-10-01,19.074,0.735,Aleppo,Syria,36.17N,37.79E
1884-11-01,11.842,0.895,Aleppo,Syria,36.17N,37.79E
1884-12-01,8.265,1.22,Aleppo,Syria,36.17N,37.79E
1885-01-01,3.759,0.742,Aleppo,Syria,36.17N,37.79E
1885-02-01,7.859,0.8490000000000001,Aleppo,Syria,36.17N,37.79E
1885-03-01,11.175,0.5579999999999999,Aleppo,Syria,36.17N,37.79E
1885-04-01,15.302,0.624,Aleppo,Syria,36.17N,37.79E
1885-05-01,23.213,0.833,Aleppo,Syria,36.17N,37.79E
1885-06-01,26.091,0.527,Aleppo,Syria,36.17N,37.79E
1885-07-01,28.916,0.6459999999999999,Aleppo,Syria,36.17N,37.79E
1885-08-01,28.563000000000002,0.753,Aleppo,Syria,36.17N,37.79E
1885-09-01,25.226999999999997,0.534,Aleppo,Syria,36.17N,37.79E
1885-10-01,20.226,0.47,Aleppo,Syria,36.17N,37.79E
1885-11-01,12.731,0.6579999999999999,Aleppo,Syria,36.17N,37.79E
1885-12-01,6.986000000000001,1.264,Aleppo,Syria,36.17N,37.79E
1886-01-01,6.181,1.25,Aleppo,Syria,36.17N,37.79E
1886-02-01,7.7589999999999995,1.194,Aleppo,Syria,36.17N,37.79E
1886-03-01,10.49,0.895,Aleppo,Syria,36.17N,37.79E
1886-04-01,14.504,0.529,Aleppo,Syria,36.17N,37.79E
1886-05-01,20.863000000000003,0.818,Aleppo,Syria,36.17N,37.79E
1886-06-01,26.449,0.389,Aleppo,Syria,36.17N,37.79E
1886-07-01,27.986,0.531,Aleppo,Syria,36.17N,37.79E
1886-08-01,28.346,0.395,Aleppo,Syria,36.17N,37.79E
1886-09-01,24.747,0.426,Aleppo,Syria,36.17N,37.79E
1886-10-01,18.635,0.718,Aleppo,Syria,36.17N,37.79E
1886-11-01,10.825999999999999,1.009,Aleppo,Syria,36.17N,37.79E
1886-12-01,7.432,1.4380000000000002,Aleppo,Syria,36.17N,37.79E
1887-01-01,3.7760000000000002,1.116,Aleppo,Syria,36.17N,37.79E
1887-02-01,5.577000000000001,1.675,Aleppo,Syria,36.17N,37.79E
1887-03-01,10.155,0.985,Aleppo,Syria,36.17N,37.79E
1887-04-01,15.52,0.557,Aleppo,Syria,36.17N,37.79E
1887-05-01,21.359,0.6809999999999999,Aleppo,Syria,36.17N,37.79E
1887-06-01,26.287,0.684,Aleppo,Syria,36.17N,37.79E
1887-07-01,28.590999999999998,0.6940000000000001,Aleppo,Syria,36.17N,37.79E
1887-08-01,29.025,0.589,Aleppo,Syria,36.17N,37.79E
1887-09-01,25.524,0.411,Aleppo,Syria,36.17N,37.79E
1887-10-01,21.503,0.581,Aleppo,Syria,36.17N,37.79E
1887-11-01,14.068,1.34,Aleppo,Syria,36.17N,37.79E
1887-12-01,8.29,1.461,Aleppo,Syria,36.17N,37.79E
1888-01-01,4.26,1.194,Aleppo,Syria,36.17N,37.79E
1888-02-01,8.197000000000001,1.22,Aleppo,Syria,36.17N,37.79E
1888-03-01,12.654000000000002,1.139,Aleppo,Syria,36.17N,37.79E
1888-04-01,16.152,0.818,Aleppo,Syria,36.17N,37.79E
1888-05-01,20.808000000000003,0.402,Aleppo,Syria,36.17N,37.79E
1888-06-01,25.337,0.486,Aleppo,Syria,36.17N,37.79E
1888-07-01,29.5,0.5,Aleppo,Syria,36.17N,37.79E
1888-08-01,28.765,0.6970000000000001,Aleppo,Syria,36.17N,37.79E
1888-09-01,25.23,0.623,Aleppo,Syria,36.17N,37.79E
1888-10-01,21.638,0.964,Aleppo,Syria,36.17N,37.79E
1888-11-01,10.354000000000001,1.435,Aleppo,Syria,36.17N,37.79E
1888-12-01,5.502000000000001,1.022,Aleppo,Syria,36.17N,37.79E
1889-01-01,3.853,0.778,Aleppo,Syria,36.17N,37.79E
1889-02-01,9.043,0.785,Aleppo,Syria,36.17N,37.79E
1889-03-01,12.463,0.924,Aleppo,Syria,36.17N,37.79E
1889-04-01,15.897000000000002,0.845,Aleppo,Syria,36.17N,37.79E
1889-05-01,21.41,0.764,Aleppo,Syria,36.17N,37.79E
1889-06-01,25.803,0.48,Aleppo,Syria,36.17N,37.79E
1889-07-01,29.745,0.871,Aleppo,Syria,36.17N,37.79E
1889-08-01,29.074,0.461,Aleppo,Syria,36.17N,37.79E
1889-09-01,25.651,0.43,Aleppo,Syria,36.17N,37.79E
1889-10-01,20.699,0.89,Aleppo,Syria,36.17N,37.79E
1889-11-01,11.003,1.12,Aleppo,Syria,36.17N,37.79E
1889-12-01,5.801,1.342,Aleppo,Syria,36.17N,37.79E
1890-01-01,2.9039999999999995,0.966,Aleppo,Syria,36.17N,37.79E
1890-02-01,5.9060000000000015,1.086,Aleppo,Syria,36.17N,37.79E
1890-03-01,11.544,1.187,Aleppo,Syria,36.17N,37.79E
1890-04-01,16.179000000000002,0.557,Aleppo,Syria,36.17N,37.79E
1890-05-01,22.122,0.62,Aleppo,Syria,36.17N,37.79E
1890-06-01,26.24,0.642,Aleppo,Syria,36.17N,37.79E
1890-07-01,29.209,1.108,Aleppo,Syria,36.17N,37.79E
1890-08-01,29.641,1.169,Aleppo,Syria,36.17N,37.79E
1890-09-01,24.679000000000002,0.507,Aleppo,Syria,36.17N,37.79E
1890-10-01,18.956,0.71,Aleppo,Syria,36.17N,37.79E
1890-11-01,13.075,0.911,Aleppo,Syria,36.17N,37.79E
1890-12-01,6.251,0.867,Aleppo,Syria,36.17N,37.79E
1891-01-01,5.127999999999999,0.828,Aleppo,Syria,36.17N,37.79E
1891-02-01,4.811,0.527,Aleppo,Syria,36.17N,37.79E
1891-03-01,11.729,0.735,Aleppo,Syria,36.17N,37.79E
1891-04-01,15.802,0.505,Aleppo,Syria,36.17N,37.79E
1891-05-01,20.796,0.3720000000000001,Aleppo,Syria,36.17N,37.79E
1891-06-01,26.276,0.407,Aleppo,Syria,36.17N,37.79E
1891-07-01,29.316,0.375,Aleppo,Syria,36.17N,37.79E
1891-08-01,29.493000000000002,0.376,Aleppo,Syria,36.17N,37.79E
1891-09-01,25.13,0.525,Aleppo,Syria,36.17N,37.79E
1891-10-01,19.468,0.493,Aleppo,Syria,36.17N,37.79E
1891-11-01,11.947000000000001,0.706,Aleppo,Syria,36.17N,37.79E
1891-12-01,6.58,0.946,Aleppo,Syria,36.17N,37.79E
1892-01-01,5.238,0.753,Aleppo,Syria,36.17N,37.79E
1892-02-01,7.171,0.629,Aleppo,Syria,36.17N,37.79E
1892-03-01,11.537,0.6859999999999999,Aleppo,Syria,36.17N,37.79E
1892-04-01,15.410000000000002,0.382,Aleppo,Syria,36.17N,37.79E
1892-05-01,20.798,0.573,Aleppo,Syria,36.17N,37.79E
1892-06-01,26.906999999999996,0.565,Aleppo,Syria,36.17N,37.79E
1892-07-01,28.834,0.5529999999999999,Aleppo,Syria,36.17N,37.79E
1892-08-01,28.887,0.496,Aleppo,Syria,36.17N,37.79E
1892-09-01,26.378,0.483,Aleppo,Syria,36.17N,37.79E
1892-10-01,20.582,0.7809999999999999,Aleppo,Syria,36.17N,37.79E
1892-11-01,11.897,0.972,Aleppo,Syria,36.17N,37.79E
1892-12-01,7.096,0.333,Aleppo,Syria,36.17N,37.79E
1893-01-01,4.8839999999999995,1.135,Aleppo,Syria,36.17N,37.79E
1893-02-01,6.066000000000002,0.747,Aleppo,Syria,36.17N,37.79E
1893-03-01,9.633,0.624,Aleppo,Syria,36.17N,37.79E
1893-04-01,13.246000000000002,0.865,Aleppo,Syria,36.17N,37.79E
1893-05-01,20.458,0.835,Aleppo,Syria,36.17N,37.79E
1893-06-01,25.693,0.973,Aleppo,Syria,36.17N,37.79E
1893-07-01,29.305,0.659,Aleppo,Syria,36.17N,37.79E
1893-08-01,28.803,0.518,Aleppo,Syria,36.17N,37.79E
1893-09-01,24.95,0.8059999999999999,Aleppo,Syria,36.17N,37.79E
1893-10-01,19.565,0.531,Aleppo,Syria,36.17N,37.79E
1893-11-01,14.142000000000001,0.482,Aleppo,Syria,36.17N,37.79E
1893-12-01,6.518,0.828,Aleppo,Syria,36.17N,37.79E
1894-01-01,2.755,1.106,Aleppo,Syria,36.17N,37.79E
1894-02-01,5.2360000000000015,1.061,Aleppo,Syria,36.17N,37.79E
1894-03-01,9.923,0.693,Aleppo,Syria,36.17N,37.79E
1894-04-01,13.878000000000002,0.691,Aleppo,Syria,36.17N,37.79E
1894-05-01,20.581999999999997,0.472,Aleppo,Syria,36.17N,37.79E
1894-06-01,25.717,0.65,Aleppo,Syria,36.17N,37.79E
1894-07-01,28.451999999999998,0.451,Aleppo,Syria,36.17N,37.79E
1894-08-01,28.439,0.482,Aleppo,Syria,36.17N,37.79E
1894-09-01,24.37,0.5710000000000001,Aleppo,Syria,36.17N,37.79E
1894-10-01,20.103,0.625,Aleppo,Syria,36.17N,37.79E
1894-11-01,11.629000000000001,0.958,Aleppo,Syria,36.17N,37.79E
1894-12-01,6.656000000000001,0.672,Aleppo,Syria,36.17N,37.79E
1895-01-01,5.632000000000001,1.046,Aleppo,Syria,36.17N,37.79E
1895-02-01,9.236,0.774,Aleppo,Syria,36.17N,37.79E
1895-03-01,9.838,0.511,Aleppo,Syria,36.17N,37.79E
1895-04-01,15.082,0.5589999999999999,Aleppo,Syria,36.17N,37.79E
1895-05-01,20.438,0.743,Aleppo,Syria,36.17N,37.79E
1895-06-01,25.524,0.528,Aleppo,Syria,36.17N,37.79E
1895-07-01,29.079,0.5760000000000001,Aleppo,Syria,36.17N,37.79E
1895-08-01,28.904,0.483,Aleppo,Syria,36.17N,37.79E
1895-09-01,24.156999999999996,0.621,Aleppo,Syria,36.17N,37.79E
1895-10-01,18.406,0.777,Aleppo,Syria,36.17N,37.79E
1895-11-01,11.08,0.777,Aleppo,Syria,36.17N,37.79E
1895-12-01,7.534,0.421,Aleppo,Syria,36.17N,37.79E
1896-01-01,3.951,0.456,Aleppo,Syria,36.17N,37.79E
1896-02-01,5.274,0.737,Aleppo,Syria,36.17N,37.79E
1896-03-01,10.132,0.575,Aleppo,Syria,36.17N,37.79E
1896-04-01,13.614,0.498,Aleppo,Syria,36.17N,37.79E
1896-05-01,19.89,0.84,Aleppo,Syria,36.17N,37.79E
